candidate_id	name	slug	official_url	domain	candidate_scope	category	chain_scope	priority	status	status_guess	checked_against	duplicate_result	needs_full_data_file_scan	batch	marketplace_id	event_id	evidence_ids	consumed_at	notes
mag_candidate_000648	QuestN Collectible Rewards	questn-collectible-rewards	https://questn.com/	questn.com	brand_marketplace	collectibles	multi_chain	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000649	Zealy Collectible Rewards	zealy-collectible-rewards	https://zealy.io/	zealy.io	brand_marketplace	collectibles	multi_chain	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000650	Galxe Collectible Campaigns	galxe-collectible-campaigns	https://galxe.com/	galxe.com	brand_marketplace	collectibles	multi_chain	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000651	Layer3 Collectible Quests	layer3-collectible-quests	https://layer3.xyz/	layer3.xyz	brand_marketplace	collectibles	multi_chain	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000652	Campaign Collectibles	campaign-collectibles	https://campaign.xyz/	campaign.xyz	creator_marketplace	creator_tools	multi_chain	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000653	ENS Vision Market	ens-vision-market	https://ens.vision/	ens.vision	standalone_marketplace	collectibles	ethereum	P2	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000654	ENS App Names Market	ens-app-names-market	https://app.ens.domains/	ens.domains	brand_marketplace	collectibles	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000655	Unstoppable Domains NFT Market	unstoppable-domains-nft-market	https://unstoppabledomains.com/	unstoppabledomains.com	brand_marketplace	collectibles	polygon	P2	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000656	Space ID Name Market	space-id-name-market	https://space.id/	space.id	brand_marketplace	collectibles	bnb_chain	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000657	Bonfida Name Market	bonfida-name-market	https://naming.bonfida.org/	naming.bonfida.org	brand_marketplace	collectibles	solana	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000658	Lens Handles Market	lens-handles-market	https://lens.xyz/	lens.xyz	brand_marketplace	collectibles	polygon	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000659	Base Names Collectibles	base-names-collectibles	https://www.base.org/names	base.org	brand_marketplace	collectibles	base	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000660	Clusters Name Market	clusters-name-market	https://clusters.xyz/	clusters.xyz	brand_marketplace	collectibles	multi_chain	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000661	Yat Emoji ID Market	yat-emoji-id-market	https://www.y.at/	y.at	brand_marketplace	collectibles	emoji_id	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000662	Aym World Stacks	aym-world-stacks	https://aymworld.com/	aymworld.com	standalone_marketplace	chain_specific	stacks	P2	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000663	Bitcoin Birds Collectibles	bitcoin-birds-collectibles	https://bitcoinbirds.io/	bitcoinbirds.io	brand_marketplace	collectibles	stacks	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000664	Crash Punks Collectibles	crash-punks-collectibles	https://crashpunks.com/	crashpunks.com	brand_marketplace	collectibles	stacks	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000665	Megapont Collectibles	megapont-collectibles	https://megapont.com/	megapont.com	brand_marketplace	collectibles	stacks	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000666	Stacks Art Gallery	stacks-art-gallery	https://stacksart.com/	stacksart.com	standalone_marketplace	art_curated	stacks	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000667	RelayX Collectibles	relayx-collectibles	https://relayx.com/	relayx.com	standalone_marketplace	chain_specific	bsv	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000668	Run Collectibles Market	run-collectibles-market	https://run.network/	run.network	protocol_marketplace	chain_specific	bsv	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000669	Twetch Collectibles	twetch-collectibles	https://twetch.app/	twetch.app	brand_marketplace	collectibles	bsv	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000670	HandCash Collectibles	handcash-collectibles	https://www.handcash.io/	handcash.io	brand_marketplace	collectibles	bsv	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000671	Emblem Vault Collectibles	emblem-vault-collectibles	https://emblem.finance/	emblem.finance	protocol_marketplace	collectibles	multi_chain	P2	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000672	Emblem Vault Historical Assets	emblem-vault-historical-assets	https://emblem.finance/	emblem.finance	protocol_marketplace	collectibles	bitcoin,ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000673	Scarce City Collectibles	scarce-city-collectibles	https://scarce.city/	scarce.city	standalone_marketplace	collectibles	bitcoin	P2	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000674	Rare Pepe Gallery Market	rare-pepe-gallery-market	https://rarepepewallet.com/	rarepepewallet.com	standalone_marketplace	collectibles	counterparty	P2	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000675	Book of Orbs Collectibles	book-of-orbs-collectibles	https://bookoforbs.com/	bookoforbs.com	brand_marketplace	gaming	counterparty	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000676	EverdreamSoft Collectibles	everdreamsoft-collectibles	https://everdreamsoft.com/	everdreamsoft.com	brand_marketplace	gaming	counterparty	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000677	Mythereum Cards Market	mythereum-cards-market	https://mythereum.io/	mythereum.io	brand_marketplace	gaming	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000678	Etherbots Parts Market	etherbots-parts-market	https://etherbots.io/	etherbots.io	brand_marketplace	gaming	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000679	CryptoFighters Collectibles	cryptofighters-collectibles	https://cryptofighters.io/	cryptofighters.io	brand_marketplace	gaming	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000680	Etherships Market	etherships-market	https://etherships.io/	etherships.io	brand_marketplace	gaming	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000681	CryptoRome Market	cryptorome-market	https://cryptorome.io/	cryptorome.io	brand_marketplace	gaming	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000682	CryptoAssault Market	cryptoassault-market	https://cryptoassault.io/	cryptoassault.io	brand_marketplace	gaming	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000683	Neon District Items Market	neon-district-items-market	https://portal.neondistrict.io/	neondistrict.io	brand_marketplace	gaming	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000684	Age of Chains Cards Market	age-of-chains-cards-market	https://ageofchains.com/	ageofchains.com	brand_marketplace	gaming	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000685	Spells of Genesis Cards Market	spells-of-genesis-cards-market	https://spellsofgenesis.com/	spellsofgenesis.com	brand_marketplace	gaming	counterparty	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000686	Upland Assets Market	upland-assets-market	https://www.upland.me/	upland.me	brand_marketplace	metaverse	eos	P2	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000687	MegaCryptoPolis Land Market	megacryptopolis-land-market	https://mcp3d.com/	mcp3d.com	brand_marketplace	metaverse	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000688	Somnium Space Wearables Market	somnium-space-wearables-market	https://somniumspace.com/	somniumspace.com	brand_marketplace	metaverse	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000689	Voxels Wearables Market	voxels-wearables-market	https://www.voxels.com/	voxels.com	brand_marketplace	metaverse	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000690	Mona Avatars Market	mona-avatars-market	https://monaverse.com/	monaverse.com	brand_marketplace	metaverse	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000691	Cyber Gallery Collectibles	cyber-gallery-collectibles	https://cyber.xyz/	cyber.xyz	brand_marketplace	metaverse	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000692	OnCyber Spaces Market	oncyber-spaces-market	https://oncyber.io/	oncyber.io	brand_marketplace	metaverse	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000693	Spatial Collectibles Market	spatial-collectibles-market	https://www.spatial.io/	spatial.io	brand_marketplace	metaverse	multi_chain	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000694	Mona Spaces Collectibles	mona-spaces-collectibles	https://monaverse.com/	monaverse.com	brand_marketplace	metaverse	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000695	Async Blueprints	async-blueprints	https://async.art/	async.art	creator_marketplace	art_curated	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000696	Async Canvas Editions	async-canvas-editions	https://async.art/	async.art	creator_marketplace	art_curated	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000697	MakersPlace Drops	makersplace-drops	https://makersplace.com/	makersplace.com	creator_marketplace	art_curated	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000698	KnownOrigin Editions	knownorigin-editions	https://knownorigin.io/	knownorigin.io	creator_marketplace	art_curated	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000699	Portion Gallery Market	portion-gallery-market	https://portion.io/	portion.io	standalone_marketplace	art_curated	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000700	Snark Art Drops	snark-art-drops	https://snark.art/	snark.art	brand_marketplace	art_curated	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000701	LaCollection Museum Drops	lacollection-museum-drops	https://lacollection.io/	lacollection.io	brand_marketplace	art_curated	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000702	Quantum Art Drops	quantum-art-drops	https://quantum.art/	quantum.art	art_curated	art_curated	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000703	Transient Labs Creator Market	transient-labs-creator-market	https://transientlabs.xyz/	transientlabs.xyz	creator_marketplace	creator_tools	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000704	Sansa Art Aggregator	sansa-art-aggregator	https://sansa.xyz/	sansa.xyz	aggregator	art_curated	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000705	Wildxyz Artist Market	wildxyz-artist-market	https://wild.xyz/	wild.xyz	creator_marketplace	art_curated	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000706	LiveArt NFT Market	liveart-nft-market	https://liveart.io/	liveart.io	standalone_marketplace	art_curated	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000707	Feral File Exhibitions	feral-file-exhibitions	https://feralfile.com/	feralfile.com	art_curated	art_curated	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000708	Bright Moments Editions	bright-moments-editions	https://brightmoments.io/	brightmoments.io	brand_marketplace	art_curated	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000709	Art Blocks Studio	art-blocks-studio	https://www.artblocks.io/	artblocks.io	brand_marketplace	art_curated	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000710	Gen.art Drops	gen-art-drops	https://gen.art/	gen.art	art_curated	art_curated	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000711	Minteed Marketplace	minteed-marketplace	https://minteed.com/	minteed.com	standalone_marketplace	art_curated	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000712	Nina Music Market	nina-music-market	https://www.ninaprotocol.com/	ninaprotocol.com	creator_marketplace	music_media	solana	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000713	Glass Video Collectibles	glass-video-collectibles	https://glass.xyz/	glass.xyz	creator_marketplace	music_media	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000714	Pianity Music Market	pianity-music-market	https://pianity.com/	pianity.com	standalone_marketplace	music_media	arweave	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000715	YellowHeart Tickets Market	yellowheart-tickets-market	https://yellowheart.io/	yellowheart.io	brand_marketplace	music_media	polygon	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000716	Fanaply Collectibles	fanaply-collectibles	https://fanaply.com/	fanaply.com	brand_marketplace	music_media	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000717	Anotherblock Music Market	anotherblock-music-market	https://anotherblock.com/	anotherblock.com	brand_marketplace	music_media	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000718	Decent Music Editions	decent-music-editions	https://decent.xyz/	decent.xyz	creator_marketplace	music_media	multi_chain	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000719	Bonfire Artist Collectibles	bonfire-artist-collectibles	https://www.bonfire.xyz/	bonfire.xyz	creator_marketplace	music_media	multi_chain	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000720	Catalog Music Market	catalog-music-market	https://catalog.works/	catalog.works	creator_marketplace	music_media	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
