candidate_id	name	slug	official_url	domain	candidate_scope	category	chain_scope	priority	status	status_guess	checked_against	duplicate_result	needs_full_data_file_scan	batch	marketplace_id	event_id	evidence_ids	consumed_at	notes
mag_candidate_000256	Bored Ape Yacht Club Market	bored-ape-yacht-club-market	https://boredapeyachtclub.com/	boredapeyachtclub.com	brand_marketplace	collectibles	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000257	CryptoPunks Marketplace	cryptopunks-marketplace	https://cryptopunks.app/	cryptopunks.app	standalone_marketplace	collectibles	ethereum	P2	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000258	Larva Labs Market	larva-labs-market	https://www.larvalabs.com/cryptopunks	larvalabs.com	standalone_marketplace	collectibles	ethereum	P2	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000259	Meebits Marketplace	meebits-marketplace	https://meebits.app/	meebits.app	standalone_marketplace	collectibles	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000260	Autoglyphs Market	autoglyphs-market	https://www.larvalabs.com/autoglyphs	larvalabs.com	brand_marketplace	art_curated	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000261	Mocaverse Marketplace	mocaverse-marketplace	https://www.mocaverse.xyz/	mocaverse.xyz	brand_marketplace	collectibles	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000262	Animoca Brands NFT Market	animoca-brands-nft-market	https://www.animocabrands.com/	animocabrands.com	brand_marketplace	gaming	multi_chain	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000263	REVV Motorsport Market	revv-motorsport-market	https://revvmotorsport.com/	revvmotorsport.com	brand_marketplace	gaming	polygon	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000264	REVV Racing Market	revv-racing-market	https://revvracing.com/	revvracing.com	brand_marketplace	gaming	polygon	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000265	Benji Bananas Marketplace	benji-bananas-marketplace	https://www.benjibananas.com/	benjibananas.com	brand_marketplace	gaming	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000266	Mines of Dalarnia Market	mines-of-dalarnia-market	https://www.minesofdalarnia.com/	minesofdalarnia.com	brand_marketplace	gaming	bnb_chain	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000267	League of Kingdoms Market	league-of-kingdoms-market	https://www.leagueofkingdoms.com/	leagueofkingdoms.com	brand_marketplace	gaming	ethereum,polygon	P2	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000268	Axie App Marketplace	axie-app-marketplace	https://app.axieinfinity.com/marketplace/	app.axieinfinity.com	brand_marketplace	gaming	ronin	P2	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000269	Ronin Market	ronin-market	https://marketplace.roninchain.com/	marketplace.roninchain.com	standalone_marketplace	gaming	ronin	P2	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000270	Apeiron Marketplace	apeiron-marketplace	https://apeironnft.com/	apeironnft.com	brand_marketplace	gaming	ronin	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000271	Pixels Marketplace	pixels-marketplace	https://www.pixels.xyz/	pixels.xyz	brand_marketplace	gaming	ronin	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000272	Kaidro Marketplace	kaidro-marketplace	https://www.kaidro.com/	kaidro.com	brand_marketplace	gaming	ronin	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000273	Mavis Market	mavis-market	https://marketplace.skymavis.com/	marketplace.skymavis.com	standalone_marketplace	gaming	ronin	P2	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000274	Mavis Hub Marketplace	mavis-hub-marketplace	https://hub.skymavis.com/	hub.skymavis.com	brand_marketplace	gaming	ronin	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000275	Sky Mavis Marketplace	sky-mavis-marketplace	https://skymavis.com/	skymavis.com	brand_marketplace	gaming	ronin	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000276	Treasure Ruby Marketplace	treasure-ruby-marketplace	https://treasure.lol/	treasure.lol	brand_marketplace	gaming	arbitrum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000277	Smolverse Market	smolverse-market	https://smolverse.lol/	smolverse.lol	brand_marketplace	gaming	arbitrum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000278	Bridgeworld Market	bridgeworld-market	https://bridgeworld.treasure.lol/	bridgeworld.treasure.lol	brand_marketplace	gaming	arbitrum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000279	Trove by Treasure	trove-by-treasure	https://trove.treasure.lol/	trove.treasure.lol	brand_marketplace	gaming	arbitrum	P2	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000280	Strider Market	strider-market	https://strider.xyz/	strider.xyz	creator_marketplace	gaming	multi_chain	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000281	MatchboxDAO Market	matchboxdao-market	https://matchboxdao.com/	matchboxdao.com	creator_marketplace	gaming	starknet	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000282	Starknet Quest NFT Market	starknet-quest-nft-market	https://starknet.quest/	starknet.quest	brand_marketplace	collectibles	starknet	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000283	Flex Marketplace	flex-marketplace	https://flex.market/	flex.market	standalone_marketplace	chain_specific	starknet	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000284	Pyramid Marketplace	pyramid-marketplace	https://pyramid.market/	pyramid.market	standalone_marketplace	chain_specific	starknet	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000285	Mint Square	mint-square	https://mintsquare.io/	mintsquare.io	standalone_marketplace	chain_specific	starknet,zksync	P2	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000286	zkMarkets	zkmarkets	https://zkmarkets.com/	zkmarkets.com	standalone_marketplace	chain_specific	zksync	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000287	Element zkSync	element-zksync	https://element.market/	element.market	chain_specific	general	zksync	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000288	Tevaera Market	tevaera-market	https://tevaera.com/	tevaera.com	brand_marketplace	gaming	zksync	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000289	ZKSea	zksea	https://zksea.com/	zksea.com	standalone_marketplace	chain_specific	zksync	P2	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000290	Taker Marketplace	taker-marketplace	https://taker.xyz/	taker.xyz	standalone_marketplace	general	multi_chain	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000291	Element BNB	element-bnb	https://element.market/bnbchain	element.market	chain_specific	general	bnb_chain	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000292	PancakeSwap NFT	pancakeswap-nft	https://pancakeswap.finance/nfts	pancakeswap.finance	protocol_marketplace	collectibles	bnb_chain	P2	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000293	BakerySwap NFT	bakeryswap-nft	https://www.bakeryswap.org/	bakeryswap.org	protocol_marketplace	collectibles	bnb_chain	P2	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000294	Radio Caca Market	radio-caca-market	https://www.radiocaca.com/	radiocaca.com	brand_marketplace	metaverse	bnb_chain	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000295	StarSharks Market	starsharks-market	https://starsharks.com/	starsharks.com	brand_marketplace	gaming	bnb_chain	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000296	MOBOX MOMOverse Market	mobox-momoverse-market	https://www.mobox.io/	mobox.io	brand_marketplace	gaming	bnb_chain	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000297	Binance Fan Token NFT	binance-fan-token-nft	https://www.binance.com/en/fan-token	binance.com	cex_feature	sports	bnb_chain	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000298	Galler BNB	galler-bnb	https://galler.io/	galler.io	standalone_marketplace	chain_specific	bnb_chain	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000299	Babylons	babylons	https://babylons.io/	babylons.io	standalone_marketplace	chain_specific	bnb_chain	P2	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000300	CyberConnect Collectibles	cyberconnect-collectibles	https://cyber.co/	cyber.co	creator_marketplace	collectibles	bnb_chain,ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000301	Lens Collect	lens-collect	https://lens.xyz/	lens.xyz	creator_marketplace	music_media	polygon	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000302	Phaver Points NFT Market	phaver-points-nft-market	https://phaver.com/	phaver.com	brand_marketplace	collectibles	polygon	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000303	Galxe OAT Market	galxe-oat-market	https://galxe.com/	galxe.com	brand_marketplace	collectibles	multi_chain	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000304	Layer3 CUBE Market	layer3-cube-market	https://layer3.xyz/	layer3.xyz	brand_marketplace	collectibles	multi_chain	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000305	RabbitHole Quest NFTs	rabbithole-quest-nfts	https://rabbithole.gg/	rabbithole.gg	brand_marketplace	collectibles	multi_chain	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000306	POAP Gallery	poap-gallery	https://poap.gallery/	poap.gallery	brand_marketplace	collectibles	ethereum,gnosis	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000307	POAP Delivery Market	poap-delivery-market	https://poap.delivery/	poap.delivery	brand_marketplace	collectibles	ethereum,gnosis	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000308	GitPOAP Market	gitpoap-market	https://www.gitpoap.io/	gitpoap.io	brand_marketplace	collectibles	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000309	Otterspace Badges	otterspace-badges	https://otterspace.xyz/	otterspace.xyz	brand_marketplace	collectibles	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000310	Guild.xyz Collectibles	guild-xyz-collectibles	https://guild.xyz/	guild.xyz	brand_marketplace	collectibles	multi_chain	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000311	Zerion DNA Market	zerion-dna-market	https://zerion.io/dna	zerion.io	brand_marketplace	collectibles	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000312	Rainbow Collectibles	rainbow-collectibles	https://rainbow.me/	rainbow.me	brand_marketplace	collectibles	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000313	Coinbase Wallet NFT Gallery	coinbase-wallet-nft-gallery	https://www.coinbase.com/wallet	coinbase.com	brand_marketplace	collectibles	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000314	MetaMask Portfolio NFT	metamask-portfolio-nft	https://portfolio.metamask.io/	portfolio.metamask.io	brand_marketplace	collectibles	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000315	Frame Gallery	frame-gallery	https://frame.sh/	frame.sh	brand_marketplace	collectibles	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000316	Deca Gallery Market	deca-gallery-market	https://deca.art/	deca.art	brand_marketplace	art_curated	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000317	Gallery.so Market	gallery-so-market	https://gallery.so/	gallery.so	brand_marketplace	art_curated	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000318	Showtime Market	showtime-market	https://showtime.xyz/	showtime.xyz	creator_marketplace	collectibles	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000319	Context NFT Market	context-nft-market	https://context.app/	context.app	aggregator	collectibles	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000320	MintKudos	mintkudos	https://mintkudos.xyz/	mintkudos.xyz	brand_marketplace	collectibles	polygon	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
